,PLAYER,LINE,ACTUAL,DIFF,STAT,MIN,TEAMODDS,TEAM
0,Donovan Mitchell,27,24.6,-2.3999999999999986,PTS,31.9,0.9299999999999999,Cleveland Cavaliers
1,Jordan Poole,22,21.0,-1.0,PTS,30.1,-0.3,Washington Wizards
2,Darius Garland,22,20.8,-1.1999999999999993,PTS,30.6,0.9299999999999999,Cleveland Cavaliers
3,Evan Mobley,18,17.7,-0.3000000000000007,PTS,31.3,0.9299999999999999,Cleveland Cavaliers
4,Malcolm Brogdon,17,14.6,-2.4000000000000004,PTS,24.0,-0.3,Washington Wizards
5,Jarrett Allen,15,14.2,-0.8000000000000007,PTS,29.7,0.9299999999999999,Cleveland Cavaliers
6,Bilal Coulibaly,11,12.6,1.5999999999999996,PTS,35.1,-0.3,Washington Wizards
7,Giannis Antetokounmpo,32,32.9,0.8999999999999986,PTS,35.2,-0.06000000000000005,Milwaukee Bucks
8,Damian Lillard,25,25.9,0.8999999999999986,PTS,36.2,-0.06000000000000005,Milwaukee Bucks
9,Cade Cunningham,24,23.5,-0.5,PTS,36.2,-0.23000000000000004,Detroit Pistons
10,Jaden Ivey,17,18.4,1.3999999999999986,PTS,30.9,-0.23000000000000004,Detroit Pistons
11,Brook Lopez,13,12.6,-0.40000000000000036,PTS,32.8,-0.06000000000000005,Milwaukee Bucks
12,Tobias Harris,13,13.4,0.40000000000000036,PTS,32.5,-0.23000000000000004,Detroit Pistons
13,Bobby Portis,12,12.8,0.8000000000000007,PTS,23.7,-0.06000000000000005,Milwaukee Bucks
14,Jalen Duren,9,8.8,-0.1999999999999993,PTS,24.0,-0.23000000000000004,Detroit Pistons
15,Brandon Miller,28,20.6,-7.399999999999999,PTS,34.2,-0.44999999999999996,Charlotte Hornets
16,Tyrese Maxey,25,25.9,0.8999999999999986,PTS,36.2,-0.51,Philadelphia 76ers
17,Paul George,17,14.4,-2.5999999999999996,PTS,28.6,-0.51,Philadelphia 76ers
18,Josh Green,12,7.5,-4.5,PTS,26.5,-0.44999999999999996,Charlotte Hornets
19,Franz Wagner,27,23.4,-3.6000000000000014,PTS,32.5,-0.5,Orlando Magic
20,Jalen Brunson,24,25.4,1.3999999999999986,PTS,34.5,-0.19999999999999996,New York Knicks
21,Karl-Anthony Towns,24,25.2,1.1999999999999993,PTS,33.3,-0.19999999999999996,New York Knicks
22,Mikal Bridges,15,16.3,1.3000000000000007,PTS,38.0,-0.19999999999999996,New York Knicks
23,OG Anunoby,15,17.4,2.3999999999999986,PTS,36.5,-0.19999999999999996,New York Knicks
24,Jalen Suggs,14,15.2,1.1999999999999993,PTS,29.1,-0.5,Orlando Magic
25,Josh Hart,12,13.9,1.9000000000000004,PTS,37.1,-0.19999999999999996,New York Knicks
26,Miles McBride,9,10.9,1.9000000000000004,PTS,25.4,-0.19999999999999996,New York Knicks
27,Wendell Carter Jr.,9,8.9,-0.09999999999999964,PTS,25.5,-0.5,Orlando Magic
28,RJ Barrett,25,23.7,-1.3000000000000007,PTS,34.5,0.38,Toronto Raptors
29,Scottie Barnes,23,20.7,-2.3000000000000007,PTS,33.7,0.38,Toronto Raptors
30,Pascal Siakam,21,20.8,-0.1999999999999993,PTS,34.1,0.49999999999999994,Indiana Pacers
31,Bennedict Mathurin,20,18.5,-1.5,PTS,32.4,0.49999999999999994,Indiana Pacers
32,Tyrese Haliburton,18,17.0,-1.0,PTS,34.9,0.49999999999999994,Indiana Pacers
33,Myles Turner,17,15.7,-1.3000000000000007,PTS,32.2,0.49999999999999994,Indiana Pacers
34,Jakob Poeltl,16,16.0,0.0,PTS,32.5,0.38,Toronto Raptors
35,Shai Gilgeous-Alexander,31,30.0,-1.0,PTS,34.6,0.42999999999999994,Oklahoma City Thunder
36,Jalen Williams,23,21.5,-1.5,PTS,32.0,0.42999999999999994,Oklahoma City Thunder
37,Lauri Markkanen,21,19.6,-1.3999999999999986,PTS,32.2,-0.74,Utah Jazz
38,Collin Sexton,17,16.9,-0.10000000000000142,PTS,28.3,-0.74,Utah Jazz
